County,TotalPop,Income,Hispanic,White,Black,Asian,Poverty,Unemployment,Professional,Service,Drive
Abbeville County,24788,214406.0,0.03,1.71,0.62,0.01,0.54,0.23,0.65,0.51,1.93
Acadia Parish,62607,514376.0,0.05,1.49,0.34,0.0,0.42,0.17,0.51,0.34,1.61
Accomack County,32840,332271.0,0.19,1.55,0.63,0.02,0.49,0.13,0.72,0.42,1.93
Ada County,435117,3669479.0,0.11,1.15,0.02,0.04,0.17,0.06,0.59,0.22,1.09
Adair County,74069,797155.0,0.09,2.43,0.05,0.03,0.77,0.17,0.84,0.54,2.4
Adams County,831788,10720580.0,0.54,1.47,0.12,0.05,0.32,0.13,0.65,0.42,1.75
Addison County,36825,615443.0,0.05,2.54,0.02,0.05,0.22,0.12,1.1,0.46,1.96
Adjuntas Municipio,18525,68623.0,3.22,0.01,0.0,0.0,2.11,1.36,1.13,0.72,2.85
Aguada Municipio,39470,154497.0,2.14,0.09,0.0,0.0,1.18,0.4,0.61,0.62,1.55
Aguadilla Municipio,55722,267881.0,2.79,0.03,0.01,0.01,1.56,0.69,0.84,0.69,2.35
Aguas Buenas Municipio,26855,101140.0,2.22,0.01,0.0,0.0,1.09,0.48,0.53,0.46,1.86
Aibonito Municipio,24008,110234.0,2.49,0.01,0.0,0.0,1.24,0.18,0.82,0.55,2.14
Aiken County,165707,1562607.0,0.1,1.31,0.46,0.02,0.33,0.18,0.63,0.33,1.63
Aitkin County,15841,274593.0,0.04,3.57,0.02,0.01,0.46,0.25,1.15,0.74,3.02
Alachua County,259865,2594751.0,0.2,1.32,0.45,0.12,0.56,0.16,0.96,0.44,1.56
Alamance County,157844,1694961.0,0.26,1.54,0.39,0.03,0.39,0.13,0.77,0.39,1.95
Alameda County,1629615,32912042.0,0.48,0.75,0.26,0.59,0.26,0.14,1.06,0.36,1.34
Alamosa County,16345,163052.0,1.0,1.32,0.03,0.02,0.59,0.21,0.79,0.51,1.87
Albany County,346524,5279561.0,0.16,1.8,0.28,0.14,0.37,0.15,1.04,0.46,1.82
Albemarle County,105105,1575602.0,0.13,1.59,0.19,0.12,0.31,0.07,1.14,0.32,1.51
Alcona County,10413,205865.0,0.07,4.62,0.01,0.02,0.69,0.44,1.18,1.01,3.84
Alcorn County,37242,266793.0,0.06,1.57,0.21,0.01,0.37,0.16,0.54,0.28,1.6
Aleutians East Borough,3338,66607.0,0.29,0.46,0.14,0.78,0.5,0.07,0.49,0.41,0.79
Aleutians West Census Area,5784,153718.0,0.42,0.81,0.14,0.87,0.38,0.09,0.76,0.56,1.49
Alexander County,43935,450250.0,0.07,1.94,0.43,0.02,0.53,0.18,0.68,0.46,2.15
Alexandria city,154710,4199840.0,0.36,1.4,0.47,0.14,0.22,0.09,1.5,0.36,1.45
Alfalfa County,5877,173661.0,0.23,4.02,0.08,0.0,0.6,0.23,1.63,0.78,3.94
Alger County,9254,134672.0,0.05,2.71,0.25,0.0,0.41,0.24,0.93,0.71,2.41
Allamakee County,13940,243265.0,0.18,3.32,0.03,0.01,0.38,0.12,1.08,0.53,2.66
Allegan County,114145,1412211.0,0.2,1.82,0.03,0.01,0.24,0.08,0.65,0.3,1.8
Allegany County,119991,1579269.0,0.04,2.7,0.14,0.02,0.49,0.25,0.91,0.71,2.42
Alleghany County,26424,417581.0,0.13,3.11,0.13,0.0,0.63,0.15,0.96,0.58,2.9
Allegheny County,1229605,22135205.0,0.07,2.42,0.55,0.1,0.49,0.22,1.36,0.61,2.18
Allen County,505284,6809454.0,0.17,2.09,0.33,0.07,0.5,0.21,0.79,0.51,2.29
Allen Parish,25667,201601.0,0.1,1.39,0.37,0.02,0.38,0.19,0.53,0.48,1.6
Allendale County,9402,81816.0,0.15,0.83,2.19,0.0,0.86,0.39,0.66,0.62,2.69
Alpena County,28730,365900.0,0.04,3.01,0.02,0.01,0.5,0.21,0.93,0.62,2.59
Alpine County,1203,63438.0,0.81,5.37,0.12,0.06,1.65,1.21,3.18,1.82,5.16
Amador County,37306,557620.0,0.3,1.93,0.04,0.04,0.26,0.23,0.78,0.51,1.93
Amelia County,12802,115994.0,0.02,1.13,0.37,0.0,0.2,0.05,0.4,0.29,1.35
Amherst County,31819,423825.0,0.05,2.13,0.51,0.01,0.37,0.19,0.74,0.64,2.33
Amite County,12574,88937.0,0.0,1.36,1.01,0.01,0.56,0.26,0.59,0.46,1.94
Anchorage Municipality,298225,4740814.0,0.16,1.08,0.1,0.17,0.16,0.11,0.73,0.33,1.38
Anderson County,357316,3462056.0,0.11,1.6,0.29,0.02,0.34,0.14,0.62,0.39,1.78
Andrew County,17358,228267.0,0.05,2.2,0.02,0.0,0.21,0.1,0.8,0.34,2.0
Andrews County,17577,279615.0,1.19,1.01,0.03,0.01,0.23,0.09,0.54,0.29,1.83
Androscoggin County,107317,1346939.0,0.05,2.35,0.05,0.02,0.45,0.16,0.83,0.49,2.0
Angelina County,87700,782696.0,0.41,1.18,0.3,0.02,0.38,0.16,0.53,0.42,1.6
Anne Arundel County,564600,9930222.0,0.13,1.3,0.28,0.06,0.11,0.1,0.83,0.28,1.45
Anoka County,344861,6485453.0,0.1,1.98,0.14,0.1,0.17,0.11,0.86,0.39,1.97
Anson County,25531,227872.0,0.08,1.03,1.19,0.03,0.53,0.29,0.51,0.51,2.03
Antelope County,6406,142904.0,0.15,4.46,0.01,0.02,0.57,0.09,1.63,0.73,3.61
Antrim County,23133,369541.0,0.06,2.87,0.01,0.01,0.36,0.18,0.86,0.64,2.28
Apache County,71602,516297.0,0.14,0.42,0.01,0.01,0.79,0.32,0.65,0.57,1.71
Appanoose County,12547,202083.0,0.07,3.83,0.02,0.02,0.66,0.24,1.13,0.56,3.2
Appling County,18471,202625.0,0.23,1.96,0.47,0.01,0.62,0.21,0.7,0.38,2.28
Appomattox County,15462,164372.0,0.02,1.49,0.39,0.0,0.28,0.07,0.66,0.32,1.55
Aransas County,24832,271235.0,0.48,1.45,0.03,0.03,0.33,0.12,0.62,0.43,1.61
Arapahoe County,626612,11290352.0,0.43,1.49,0.21,0.13,0.23,0.12,0.99,0.38,1.81
Archer County,8793,185033.0,0.27,3.03,0.03,0.01,0.3,0.1,1.15,0.47,2.92
Archuleta County,12592,198996.0,0.6,2.44,0.03,0.03,0.35,0.19,1.17,0.57,2.26
Arecibo Municipio,89550,396997.0,2.67,0.01,0.0,0.0,1.37,0.53,0.72,0.61,2.26
Arenac County,15238,199812.0,0.06,3.12,0.02,0.01,0.59,0.31,0.84,0.7,2.75
Arkansas County,18352,322202.0,0.1,3.18,1.05,0.0,0.85,0.36,1.25,0.63,3.6
Arlington County,229534,6813771.0,0.35,1.67,0.2,0.26,0.2,0.08,1.78,0.27,1.4
Armstrong County,68666,975251.0,0.04,2.81,0.03,0.01,0.38,0.2,0.8,0.56,2.38
Aroostook County,68840,945561.0,0.04,3.29,0.03,0.01,0.62,0.19,1.07,0.64,2.79
Arroyo Municipio,18504,64768.0,2.16,0.0,0.0,0.0,1.23,0.34,0.62,0.64,1.97
Arthur County,421,41250.0,0.0,23.18,0.0,0.0,2.59,0.14,11.14,2.28,15.32
Ascension Parish,119129,986769.0,0.06,0.8,0.28,0.01,0.16,0.08,0.41,0.19,1.02
Ashe County,26833,241512.0,0.11,2.08,0.01,0.01,0.46,0.14,0.55,0.51,1.79
Ashland County,69078,835634.0,0.05,2.36,0.02,0.01,0.38,0.14,0.76,0.51,2.11
Ashley County,20771,273466.0,0.13,2.32,0.87,0.0,0.65,0.34,0.91,0.61,2.9
Ashtabula County,98622,1056365.0,0.11,2.26,0.09,0.01,0.5,0.2,0.66,0.48,2.16
Asotin County,22259,290581.0,0.09,2.48,0.01,0.02,0.38,0.19,0.82,0.54,2.18
Assumption Parish,22881,295744.0,0.07,1.66,0.85,0.01,0.42,0.19,0.69,0.49,2.3
Atascosa County,48139,432599.0,1.09,0.53,0.01,0.01,0.25,0.11,0.41,0.36,1.26
Atchison County,21801,278458.0,0.06,2.53,0.06,0.01,0.46,0.14,0.89,0.53,2.2
Athens County,65563,554465.0,0.04,2.06,0.06,0.06,0.8,0.2,0.81,0.55,1.64
Atkinson County,8313,102275.0,0.86,2.18,0.51,0.0,1.07,0.27,0.87,0.34,2.91
Atlantic County,272926,4062681.0,0.45,1.45,0.37,0.2,0.43,0.27,0.76,0.78,1.85
Atoka County,13899,152673.0,0.09,2.04,0.12,0.02,0.53,0.18,0.86,0.57,2.36
Attala County,18731,218664.0,0.07,1.77,1.31,0.01,0.7,0.33,0.83,0.6,2.57
Audrain County,25763,308373.0,0.08,2.37,0.16,0.01,0.47,0.21,0.69,0.57,2.19
Audubon County,5711,145683.0,0.02,5.1,0.02,0.02,0.58,0.14,1.54,0.92,4.3
Auglaize County,45778,662923.0,0.04,2.31,0.01,0.01,0.23,0.09,0.72,0.35,2.1
Augusta County,74390,767713.0,0.04,1.59,0.07,0.01,0.17,0.07,0.55,0.3,1.49
Aurora County,2739,57257.0,0.24,3.24,0.06,0.0,0.23,0.05,1.3,0.62,2.54
Austin County,29292,376671.0,0.52,1.3,0.18,0.01,0.27,0.11,0.65,0.3,1.67
Autauga County,55036,642810.0,0.07,1.58,0.47,0.01,0.32,0.13,0.71,0.41,1.88
Avery County,17535,184460.0,0.15,2.57,0.09,0.02,0.42,0.17,0.87,0.74,2.27
Avoyelles Parish,41095,343615.0,0.03,1.54,0.57,0.0,0.5,0.16,0.67,0.52,1.85
Añasco Municipio,27892,127072.0,2.43,0.05,0.0,0.0,1.17,0.41,0.5,0.56,1.87
Baca County,3581,73541.0,0.59,4.79,0.07,0.0,1.05,0.25,2.22,1.07,3.98
Bacon County,11279,120622.0,0.24,1.98,0.36,0.02,0.62,0.09,0.8,0.31,2.1
Bailey County,7098,43523.0,0.88,0.49,0.02,0.01,0.31,0.03,0.32,0.29,0.98
Baker County,46768,578977.0,0.09,2.12,0.28,0.02,0.42,0.15,0.82,0.41,2.02
Baldwin County,248887,1956893.0,0.06,1.22,0.29,0.01,0.27,0.11,0.52,0.34,1.35
Ballard County,8152,133861.0,0.06,3.41,0.13,0.01,0.7,0.18,1.05,0.62,3.33
Baltimore County,828637,16345080.0,0.12,1.58,0.64,0.14,0.24,0.14,1.1,0.42,2.02
Baltimore city,619796,9812895.0,0.16,0.89,2.0,0.08,0.76,0.35,1.22,0.75,1.83
Bamberg County,14842,143271.0,0.06,1.28,1.32,0.03,0.61,0.19,0.83,0.48,2.15
Bandera County,21316,278723.0,0.4,1.87,0.03,0.0,0.39,0.12,0.86,0.43,1.86
Banks County,18363,165591.0,0.13,1.93,0.06,0.03,0.32,0.17,0.51,0.37,1.75
Banner County,728,55000.0,1.07,12.28,0.07,0.0,1.22,0.44,7.14,0.76,8.59
Bannock County,84113,1136311.0,0.21,2.2,0.02,0.03,0.5,0.18,0.93,0.47,2.02
Baraga County,8580,85527.0,0.03,1.72,0.36,0.01,0.34,0.15,0.62,0.5,1.93
Barber County,4905,104183.0,0.11,3.76,0.03,0.02,0.62,0.1,1.21,0.67,3.35
Barbour County,42991,436321.0,0.09,1.85,1.01,0.02,0.8,0.33,0.76,0.57,2.48
Barceloneta Municipio,24583,65533.0,1.62,0.0,0.0,0.0,0.82,0.36,0.42,0.3,1.31
Barnes County,10971,230215.0,0.06,3.4,0.03,0.02,0.35,0.1,1.31,0.72,2.82
Barnstable County,213900,3843893.0,0.07,2.36,0.07,0.04,0.2,0.14,1.01,0.55,2.1
Barnwell County,21788,166211.0,0.06,1.12,1.09,0.01,0.63,0.23,0.51,0.47,1.99
Barranquitas Municipio,29237,92772.0,2.05,0.0,0.0,0.0,1.24,0.23,0.55,0.45,1.81
Barren County,43418,421452.0,0.07,2.1,0.08,0.01,0.52,0.17,0.64,0.34,1.83
Barron County,45358,498785.0,0.05,2.08,0.02,0.01,0.26,0.08,0.64,0.36,1.77
Barrow County,75099,1017453.0,0.24,1.75,0.26,0.08,0.33,0.17,0.65,0.34,2.03
Barry County,95005,915856.0,0.09,1.74,0.01,0.02,0.26,0.13,0.52,0.3,1.57
Bartholomew County,81024,900024.0,0.11,1.55,0.04,0.12,0.23,0.1,0.76,0.27,1.57
Barton County,39009,504213.0,0.29,2.42,0.03,0.01,0.46,0.13,0.86,0.46,2.3
Bartow County,102623,799289.0,0.12,1.17,0.13,0.01,0.22,0.09,0.44,0.25,1.18
Bastrop County,80306,594591.0,0.43,0.68,0.1,0.01,0.17,0.1,0.4,0.21,1.01
Bates County,16405,177452.0,0.05,2.31,0.03,0.0,0.36,0.14,0.66,0.48,1.84
Bath County,16647,152503.0,0.07,2.21,0.05,0.0,0.54,0.22,0.57,0.49,1.97
Baxter County,41093,357641.0,0.05,2.08,0.0,0.01,0.28,0.14,0.67,0.43,1.84
Bay County,285467,3361648.0,0.15,1.96,0.19,0.04,0.4,0.17,0.73,0.54,1.99
Bayamón Municipio,188614,1677842.0,3.26,0.02,0.0,0.0,1.16,0.49,1.07,0.64,2.41
Bayfield County,15004,251402.0,0.06,2.83,0.02,0.02,0.36,0.17,1.2,0.68,2.52
Baylor County,3602,36157.0,0.28,2.33,0.09,0.0,0.36,0.06,0.95,0.5,2.48
Beadle County,18163,306580.0,0.25,2.72,0.01,0.26,0.69,0.08,1.05,0.4,2.62
Bear Lake County,5942,102292.0,0.13,3.16,0.03,0.02,0.46,0.12,0.79,0.65,2.44
Beaufort County,226632,3035460.0,0.22,1.57,0.4,0.02,0.29,0.14,0.79,0.51,1.74
Beauregard Parish,36598,332632.0,0.08,1.45,0.3,0.01,0.34,0.14,0.56,0.33,1.54
Beaver County,180020,2979289.0,0.09,2.73,0.2,0.01,0.38,0.18,1.0,0.56,2.53
Beaverhead County,9360,136799.0,0.13,2.94,0.0,0.01,0.48,0.14,1.13,0.56,2.15
Becker County,33552,580297.0,0.05,2.61,0.01,0.01,0.35,0.11,1.01,0.5,2.34
Beckham County,22971,188151.0,0.24,1.34,0.05,0.01,0.25,0.07,0.46,0.31,1.52
Bedford County,173064,1968109.0,0.08,1.91,0.09,0.01,0.25,0.11,0.63,0.35,1.76
Bee County,32729,332762.0,1.26,0.75,0.11,0.01,0.37,0.14,0.45,0.55,1.72
Belknap County,60383,994238.0,0.04,2.36,0.01,0.02,0.22,0.11,0.96,0.43,2.01
Bell County,363975,3415386.0,0.43,1.05,0.37,0.04,0.38,0.17,0.58,0.41,1.57
Belmont County,68889,911639.0,0.03,2.7,0.12,0.01,0.48,0.22,0.78,0.63,2.54
Beltrami County,45847,478481.0,0.05,1.62,0.02,0.02,0.4,0.19,0.71,0.48,1.64
Ben Hill County,17272,184976.0,0.15,1.77,0.95,0.0,0.82,0.15,0.69,0.51,2.45
Benewah County,9050,87618.0,0.07,1.88,0.01,0.02,0.34,0.21,0.48,0.49,1.71
Bennett County,3440,91098.0,0.43,1.8,0.01,0.01,2.19,0.78,2.17,1.01,3.51
Bennington County,36054,680986.0,0.07,3.14,0.03,0.01,0.4,0.14,1.24,0.61,2.53
Benson County,6875,183195.0,0.06,3.28,0.0,0.01,1.53,0.35,2.17,1.14,4.29
Bent County,5806,32500.0,0.55,1.05,0.11,0.01,0.42,0.16,0.53,0.47,1.34
Benton County,647670,8084765.0,0.27,1.65,0.04,0.06,0.3,0.11,0.77,0.33,1.67
Benzie County,17462,261930.0,0.08,2.66,0.01,0.02,0.3,0.21,0.9,0.6,2.17
Bergen County,937920,17769960.0,0.36,1.1,0.1,0.32,0.14,0.1,0.92,0.26,1.31
Berkeley County,316242,3302608.0,0.11,1.25,0.38,0.04,0.25,0.13,0.59,0.34,1.51
Berks County,415500,5145751.0,0.54,1.46,0.1,0.03,0.35,0.19,0.62,0.39,1.65
Berkshire County,127751,2330447.0,0.11,2.75,0.07,0.04,0.34,0.21,1.14,0.64,2.39
Bernalillo County,674855,8299356.0,1.06,0.95,0.05,0.05,0.41,0.15,0.92,0.45,1.81
Berrien County,173962,2562504.0,0.17,2.3,0.5,0.05,0.59,0.26,0.95,0.59,2.54
Bertie County,19913,126121.0,0.04,0.65,1.28,0.01,0.44,0.26,0.45,0.34,1.62
Bethel Census Area,17957,162926.0,0.04,0.19,0.01,0.02,0.44,0.35,0.61,0.33,0.42
Bexar County,1892004,20866332.0,1.17,0.54,0.13,0.05,0.34,0.12,0.63,0.4,1.51
Bibb County,176503,1799302.0,0.09,1.06,1.49,0.04,0.83,0.32,0.81,0.63,2.15
Bienville Parish,13806,180941.0,0.07,1.99,1.47,0.0,0.89,0.25,1.09,0.57,3.11
Big Horn County,25210,391449.0,0.19,1.53,0.01,0.0,0.7,0.4,1.07,0.66,2.26
Big Stone County,5039,153209.0,0.08,5.84,0.02,0.0,0.67,0.16,1.9,0.79,4.58
Billings County,983,91518.0,0.42,9.6,0.09,0.0,1.05,0.4,3.55,1.37,6.67
Bingham County,45369,406973.0,0.31,1.23,0.0,0.02,0.25,0.11,0.55,0.31,1.35
Black Hawk County,132960,1851212.0,0.14,2.21,0.36,0.05,0.52,0.2,0.83,0.54,2.3
Blackford County,12214,163867.0,0.05,3.14,0.01,0.01,0.43,0.23,0.75,0.49,2.8
Bladen County,34130,205469.0,0.14,0.95,0.61,0.0,0.44,0.14,0.45,0.36,1.51
Blaine County,38411,657705.0,0.3,2.52,0.04,0.02,0.73,0.29,1.29,0.7,2.78
Blair County,124736,1553691.0,0.03,2.58,0.04,0.02,0.47,0.16,0.8,0.53,2.23
Blanco County,11089,112215.0,0.34,1.41,0.0,0.01,0.19,0.1,0.61,0.33,1.4
Bland County,6524,93268.0,0.01,2.92,0.12,0.0,0.25,0.21,0.73,0.66,2.72
Bleckley County,12779,119305.0,0.08,1.54,0.72,0.0,0.57,0.19,0.65,0.51,1.98
Bledsoe County,14413,117140.0,0.05,1.85,0.08,0.0,0.44,0.17,0.51,0.32,1.57
Blount County,184802,1732061.0,0.09,1.8,0.05,0.01,0.27,0.13,0.59,0.3,1.67
Blue Earth County,65767,878025.0,0.08,2.18,0.07,0.04,0.44,0.1,0.82,0.46,1.97
Boise County,6968,49964.0,0.06,1.32,0.0,0.01,0.16,0.09,0.58,0.2,0.99
Bolivar County,33121,219859.0,0.04,0.62,1.73,0.02,0.95,0.36,0.69,0.58,1.98
Bollinger County,12347,125359.0,0.03,2.35,0.01,0.01,0.49,0.13,0.59,0.43,1.76
Bon Homme County,6972,107244.0,0.08,2.52,0.04,0.04,0.29,0.04,1.19,0.52,2.08
Bond County,17034,225040.0,0.08,2.12,0.1,0.02,0.35,0.11,0.57,0.45,1.85
Bonner County,41855,391705.0,0.06,2.01,0.0,0.02,0.31,0.1,0.54,0.42,1.63
Bonneville County,110404,1193163.0,0.24,1.6,0.01,0.02,0.23,0.08,0.67,0.33,1.49
Boone County,511108,5430068.0,0.08,1.55,0.07,0.04,0.27,0.09,0.66,0.3,1.45
Borden County,602,77708.0,1.26,15.35,0.0,0.0,0.47,0.25,7.94,1.43,12.41
Bosque County,17955,340702.0,0.63,3.13,0.05,0.02,0.61,0.22,1.16,0.63,3.12
Bossier Parish,125698,1087515.0,0.12,1.06,0.49,0.03,0.36,0.11,0.59,0.35,1.5
Botetourt County,33149,505007.0,0.03,2.23,0.09,0.02,0.22,0.09,0.89,0.36,2.11
Bottineau County,6651,185284.0,0.1,4.16,0.04,0.01,0.39,0.14,1.69,0.86,3.42
Boulder County,316782,5543974.0,0.28,1.7,0.02,0.09,0.29,0.11,1.15,0.33,1.38
Boundary County,11323,83843.0,0.09,1.6,0.0,0.01,0.33,0.07,0.47,0.4,1.36
Bourbon County,34774,516248.0,0.14,2.81,0.14,0.02,0.5,0.15,0.95,0.59,2.51
Bowie County,93635,804423.0,0.14,1.18,0.52,0.01,0.4,0.15,0.56,0.4,1.67
Bowman County,3226,143644.0,0.29,5.76,0.01,0.0,0.51,0.09,2.31,1.15,4.72
Box Butte County,11200,175326.0,0.28,2.26,0.01,0.01,0.29,0.14,0.82,0.3,2.19
Box Elder County,52182,658376.0,0.17,1.86,0.01,0.01,0.21,0.11,0.69,0.3,1.65
Boyd County,50535,595116.0,0.04,2.58,0.08,0.01,0.6,0.27,1.01,0.51,2.22
Boyle County,29773,318174.0,0.08,2.02,0.17,0.02,0.39,0.11,0.78,0.43,1.87
Bracken County,8330,125166.0,0.06,3.49,0.0,0.01,0.74,0.25,1.0,0.56,2.97
Bradford County,88321,897079.0,0.04,1.86,0.1,0.01,0.29,0.12,0.59,0.36,1.68
Bradley County,114660,1013482.0,0.18,1.64,0.23,0.02,0.47,0.18,0.6,0.37,1.72
Branch County,43543,582188.0,0.11,2.54,0.05,0.01,0.41,0.13,0.65,0.5,2.32
Brantley County,18411,108662.0,0.03,1.51,0.05,0.01,0.36,0.12,0.4,0.3,1.36
Braxton County,14345,122552.0,0.02,2.03,0.01,0.0,0.46,0.32,0.6,0.38,1.66
Brazoria County,345995,3499171.0,0.46,0.78,0.13,0.04,0.17,0.08,0.5,0.22,1.24
Brazos County,214231,1970507.0,0.47,1.09,0.19,0.12,0.5,0.1,0.78,0.35,1.47
Breathitt County,13276,183570.0,0.05,5.14,0.04,0.01,1.89,0.68,1.54,1.18,4.2
Breckinridge County,19991,276932.0,0.05,2.85,0.04,0.01,0.52,0.33,0.87,0.44,2.27
Bremer County,24741,515636.0,0.05,3.09,0.03,0.03,0.3,0.12,1.16,0.5,2.54
Brevard County,568183,5837655.0,0.17,1.49,0.19,0.04,0.28,0.15,0.74,0.38,1.57
Brewster County,9220,115245.0,1.61,1.5,0.0,0.03,0.4,0.24,1.06,0.91,2.3
Briscoe County,1591,42500.0,2.02,3.81,0.11,0.0,0.87,0.39,1.97,0.95,5.02
Bristol Bay Borough,917,79500.0,0.49,5.49,0.04,0.15,0.77,0.74,3.33,2.02,6.42
Bristol County,606044,8847761.0,0.19,1.82,0.08,0.05,0.31,0.17,0.78,0.45,1.8
Bristol city,17077,137468.0,0.01,2.05,0.19,0.0,0.54,0.19,0.77,0.48,1.87
Broadwater County,5755,106241.0,0.11,3.27,0.0,0.0,0.29,0.14,1.2,0.65,2.57
Bronx County,1455846,13715458.0,1.24,0.28,0.65,0.09,0.66,0.27,0.58,0.76,0.55
Brooke County,23067,299713.0,0.02,2.49,0.04,0.01,0.34,0.09,0.79,0.57,2.24
Brookings County,33697,346313.0,0.05,1.62,0.02,0.05,0.29,0.06,0.67,0.29,1.37
Brooks County,22880,225758.0,0.99,1.24,0.75,0.02,0.84,0.4,0.85,0.63,2.5
Broome County,196124,2662896.0,0.12,2.33,0.16,0.1,0.54,0.22,1.0,0.58,2.18
Broomfield County,64283,1367773.0,0.27,1.83,0.02,0.14,0.13,0.1,1.23,0.28,1.81
Broward County,1890416,21591012.0,0.5,0.8,0.49,0.06,0.27,0.15,0.67,0.39,1.51
Brown County,438062,5364325.0,0.2,1.9,0.07,0.05,0.31,0.1,0.72,0.4,1.89
Brule County,5280,101079.0,0.09,3.24,0.0,0.01,0.57,0.07,1.43,0.76,2.77
Brunswick County,139021,1868542.0,0.11,2.04,0.43,0.01,0.38,0.2,0.78,0.54,2.02
Bryan County,79951,853476.0,0.13,1.53,0.14,0.02,0.37,0.16,0.65,0.42,1.74
Buchanan County,133137,1758795.0,0.12,2.52,0.11,0.02,0.51,0.17,0.77,0.55,2.37
Buckingham County,17048,188789.0,0.05,1.43,0.81,0.01,0.38,0.2,0.65,0.54,1.9
Bucks County,626486,12403662.0,0.11,1.93,0.09,0.09,0.15,0.12,0.97,0.32,1.85
Buena Vista County,20369,326716.0,0.52,2.16,0.06,0.15,0.37,0.12,0.89,0.48,2.16
Buena Vista city,6495,33672.0,0.01,1.36,0.04,0.11,0.32,0.07,0.35,0.41,1.35
Buffalo County,64125,911054.0,0.17,2.26,0.03,0.02,0.42,0.1,0.85,0.48,2.13
Bullitt County,78622,1039879.0,0.04,2.04,0.01,0.02,0.21,0.12,0.59,0.28,1.85
Bulloch County,73742,447548.0,0.06,1.01,0.49,0.02,0.54,0.17,0.52,0.37,1.27
Bullock County,10478,93696.0,0.01,0.54,2.24,0.02,0.85,0.39,0.59,0.56,2.01
Buncombe County,252268,2798705.0,0.13,1.85,0.16,0.03,0.31,0.11,0.89,0.41,1.73
Bureau County,33619,550173.0,0.25,2.64,0.02,0.02,0.37,0.17,0.83,0.57,2.44
Burke County,113796,1038556.0,0.12,1.64,0.34,0.05,0.46,0.19,0.63,0.43,1.86
Burleigh County,92372,1344400.0,0.05,1.85,0.03,0.01,0.19,0.04,0.81,0.34,1.73
Burleson County,17596,273562.0,0.53,1.9,0.33,0.02,0.38,0.18,0.76,0.53,2.34
Burlington County,449192,9633203.0,0.21,1.68,0.44,0.11,0.18,0.19,1.06,0.38,2.08
Burnet County,45017,460003.0,0.37,1.35,0.03,0.01,0.21,0.07,0.55,0.32,1.35
Burnett County,15239,284868.0,0.06,3.57,0.02,0.01,0.57,0.2,1.13,0.8,3.09
Burt County,6546,151009.0,0.13,4.29,0.03,0.02,0.57,0.16,1.53,0.73,3.77
Butler County,726560,9949621.0,0.07,1.99,0.17,0.04,0.34,0.14,0.79,0.4,1.93
Butte County,238014,2588593.0,0.35,1.66,0.03,0.1,0.47,0.21,0.77,0.51,1.69
Butts County,23556,129642.0,0.04,0.84,0.36,0.01,0.29,0.09,0.33,0.21,1.09
Cabarrus County,196716,2302886.0,0.21,1.27,0.32,0.04,0.25,0.14,0.65,0.34,1.56
Cabell County,96100,1035328.0,0.05,2.64,0.2,0.04,0.9,0.22,1.04,0.69,2.34
Cabo Rojo Municipio,49726,167750.0,2.01,0.0,0.0,0.0,1.08,0.26,0.68,0.37,1.84
Cache County,120288,1498291.0,0.22,1.82,0.01,0.05,0.33,0.08,0.82,0.34,1.59
Caddo County,29437,338072.0,0.28,1.7,0.05,0.01,0.53,0.19,0.83,0.45,2.25
Caddo Parish,251069,2583198.0,0.07,1.06,1.3,0.03,0.66,0.2,0.76,0.61,2.09
Caguas Municipio,134269,787852.0,2.44,0.02,0.0,0.0,1.0,0.42,0.8,0.54,1.95
Calaveras County,45057,540543.0,0.2,1.88,0.01,0.02,0.28,0.17,0.83,0.42,1.68
Calcasieu Parish,198753,2035661.0,0.07,1.35,0.62,0.03,0.39,0.15,0.6,0.49,1.8
Caldwell County,144142,1335667.0,0.33,1.61,0.1,0.01,0.34,0.13,0.54,0.36,1.7
Caldwell Parish,10000,95640.0,0.1,2.39,0.47,0.0,0.78,0.28,0.71,0.75,2.55
Caledonia County,30576,495648.0,0.05,3.11,0.03,0.02,0.4,0.16,1.15,0.66,2.51
Calhoun County,349416,4054655.0,0.17,1.96,0.49,0.04,0.55,0.24,0.73,0.52,2.23
Callahan County,13660,123457.0,0.2,1.9,0.03,0.01,0.34,0.08,0.54,0.34,1.86
Callaway County,44793,423985.0,0.03,1.62,0.07,0.01,0.23,0.08,0.56,0.33,1.48
Calloway County,38616,343015.0,0.06,2.08,0.09,0.03,0.57,0.14,0.67,0.47,1.76
Calumet County,49737,791081.0,0.09,2.01,0.02,0.06,0.13,0.05,0.76,0.28,1.91
Calvert County,90824,1876066.0,0.08,1.56,0.24,0.03,0.11,0.14,0.83,0.3,1.62
Camas County,886,36667.0,1.05,10.2,0.0,0.0,2.52,0.5,3.52,1.86,9.0
Cambria County,135871,1859275.0,0.05,2.82,0.13,0.02,0.56,0.28,0.94,0.67,2.49
Camden County,618439,10176034.0,0.33,1.52,0.4,0.11,0.33,0.21,0.9,0.46,1.86
Cameron County,424955,3017194.0,1.76,0.24,0.01,0.01,0.68,0.17,0.52,0.54,1.7
Cameron Parish,6806,106980.0,0.15,2.72,0.05,0.01,0.29,0.1,0.71,0.44,2.58
Camp County,12670,121377.0,0.55,1.37,0.39,0.01,0.41,0.14,0.54,0.45,1.92
Campbell County,236345,3008852.0,0.06,2.12,0.12,0.02,0.38,0.14,0.75,0.39,1.92
